idnum,logistic_ensemble_regularization_factor=1e-06_internal_random
     3800760322,0.500283354807522
      353755139,0.499771041277754
     2729656324,0.500030195870038
     2830325078,0.499823041841387
     1318838287,0.499520450937521
      946176016,0.499787454426232
      453500945,0.499645604748926
     3191791619,0.499636934085042
      839647252,0.499535849027327
     2511904795,0.499566319990100
     3333611548,0.499755015438749
     3737272353,0.499761023563974
      185188386,0.499572941346765
      573325347,0.500199509085407
     2124324901,0.499587215273219
      197165095,0.500521694821859
     1188814891,0.499741339661750
      982360109,0.499637850940649
     1910931504,0.499665784086924
      966934580,0.499962630887395
     1563967552,0.500011137566501
     3562463301,0.499511158736902
     3795304520,0.499642797491530
      421388363,0.499730814685803
     1053548620,0.499535395676146
      596918352,0.499774569152730
     3317047384,0.500029085241720
     2813616217,0.499584793965567
      892067936,0.499589069705166
     1650581602,0.499846600393829
      595230820,0.499565564950722
      271982693,0.499632766837586
     2847694951,0.500516331641959
     1811882090,0.499622155441548
      377551549,0.500219439900441
     4113883249,0.499569265899512
     4256784501,0.499609775163700
     2713296789,0.499927154612319
     1919869055,0.500052595500553
     3376365700,0.499569090356951
      456062317,0.499706634304803
     1438113939,0.499842559622598
     3993051292,0.500365782571073
     2703515805,0.499564111601157
     1398325407,0.499563168017645
     2587648164,0.499957410015229
      273670311,0.499864567402178
     1003888808,0.499531181433523
     1604305068,0.499712207793052
      686342322,0.499762404638253
      779665589,0.499710964680648
     3893919927,0.499570481072171
     3389104312,0.499616596644463
     1134182585,0.499652555221427
      627261626,0.499867398306316
     1191354555,0.500164789653842
     3524886718,0.499878706820953
     1729274049,0.500533389107081
     2221392069,0.499882294628298
     2389745864,0.499811391088263
     3485769930,0.499630706548905
     2741403852,0.499786717207481
     2746769613,0.499956728392645
     1934541010,0.500225516742119
     3035087059,0.499707349518898
      377725140,0.499653295404132
      207126743,0.499699946051882
     2444411098,0.499899147979323
     2321039579,0.500183733760801
     1908408542,0.499681293391550
     4243587295,0.499589104164743
     3824074979,0.500062290623133
     1135370468,0.499719581086254
     3872112877,0.499894024226621
      945307889,0.500245089510699
     3187415764,0.499612859753803
     2530836730,0.499546543093929
     2476228860,0.499898355010617
      326115587,0.499932335256126
      833462533,0.499555156922278
     1727209735,0.499821225396612
     1162879243,0.499511167384561
     2047435022,0.499832569133658
     2641698861,0.499507940507930
      294084880,0.499531566812818
     3877413140,0.499698222184698
     2554929200,0.499822130800431
     2803204391,0.500128537221601
     2214011194,0.499783460335397
      894198086,0.500108531313950
      705610059,0.499714020254802
     1743118669,0.499551141696488
     1125007695,0.499616481685172
     3385723619,0.500324967751410
     2252398935,0.499498581946059
     3459391835,0.499945134558100
      304669029,0.499544678146323
      390603110,0.499703285192446
     3155247463,0.499853076340111
     3379814765,0.499762516125843
     2654183790,0.499675805587663
     4060651888,0.499560721413564
      788922738,0.499917603046104
     2233672054,0.499643357114329
      537633146,0.499912355599161
     2078874347,0.499815183421962
     3638092168,0.499503581247613
       58196362,0.499601190139286
     1150966509,0.499517351451567
     3796042128,0.499917730539428
     3072508306,0.500176917544825
     3878986134,0.499503581247613
      884695447,0.499813691685750
     2726986138,0.499567581987613
     1247887771,0.499534055506917
     1732641187,0.500479931150625
     1760543142,0.499572255146607
     2428084650,0.499830746024848
      391848367,0.500127847676528
     2284863940,0.500212612809360
     2877448651,0.500506434088888
     2648768974,0.500266126001348
     3103965649,0.499517948122159
     2899255767,0.500094044589586
     2753938852,0.499738834917504
     1373077981,0.499751965885151
     3291931107,0.499743959179588
     2976760295,0.499776638467758
     3937534441,0.500215132794764
     2566373869,0.499913055805685
      153805298,0.499626745076888
     3259998708,0.500192213535657
     2570693374,0.499580806675661
     2638545403,0.500310236966976
     3669713407,0.499749592886425
     3405480451,0.500025605986728
     1470259719,0.499843788681955
      740557322,0.499812948663773
     1571799565,0.499538620997110
     3891479981,0.499517436562880
      986341913,0.499890842760313
      705159706,0.499936233249781
     1081721374,0.499777390431027
     1863241819,0.499729674210786
     2597126692,0.499797383084438
      221667877,0.499966164172673
     1914327446,0.499639104916101
      223183399,0.500448913769499
     3211469352,0.499571342037728
      241197609,0.499747276189856
     1984922154,0.499936620262105
     2576130613,0.499634465283453
     3395469881,0.499612197382217
     3402240151,0.499601800596587
     1663754816,0.499518540833616
     1271890500,0.499551141696488
     1343382088,0.500254129473275
     3033178703,0.499520246044398
      292889168,0.499512194226667
      666796625,0.499750054983440
     3016565331,0.499659228655223
     2052186708,0.500005507117193
     1490195897,0.499836976479681
     4169212504,0.499843534688962
      417350235,0.499892114811396
     1728774750,0.499646833660471
      311411296,0.499526811243906
     1287709284,0.499792199742583
     4235797096,0.499536283996628
      675529322,0.499838868953847
     1059373679,0.500720788493301
     4062413426,0.499500081529558
     1409090165,0.499853672716268
     4113760888,0.499649589886277
      369566332,0.500150179002018
     2875887722,0.499553204020433
     4098630272,0.499681254027480
     4028572289,0.499612754829619
     1352336002,0.499938031776521
      906519175,0.500058552498752
      304628365,0.500025747015275
       10216085,0.499866780718033
     1988797078,0.499818370812420
     2873991845,0.500484778011121
      437625510,0.499509467920398
     2165359274,0.499793507710834
       73499309,0.500217033999003
      453935793,0.499583570680286
      952656562,0.499742916941950
     4205724340,0.499792491855150
     2069758649,0.499771392422555
     2741191355,0.500174162103144
     3283878590,0.500245216728569
     3142525631,0.499594243991753
      523649730,0.499664508981795
     4123853512,0.499534962544361
     1685709517,0.499706266616047
     1258242766,0.499571855170597
     1070883551,0.499626405032166
     1791967981,0.499827914234832
     3400393458,0.499681099615911
     4201267955,0.499586607833929
     2118558452,0.500103374559809
     1015923445,0.499813427784700
      949631785,0.499727430585209
     3668738810,0.499558656222493
     1073349371,0.499599047373561
     2505499390,0.499806970025264
     4166579669,0.499540265142584
     3559965440,0.499696517515046
      897123075,0.499709479713996
     2681979655,0.499782131594176
     1441981193,0.500423380509028
     4106216208,0.499656547538008
     3462333912,0.499532266518028
      638078708,0.499961821842529
     2974147351,0.499903097414714
     2914370328,0.499816369226595
     1892746009,0.499790389653106
     3677799199,0.500230003871475
     1169204003,0.500171877057635
     1936007973,0.499630883755405
      806708007,0.499617541980765
     1608631094,0.499958943934103
     1696105276,0.499581903206186
     2249868093,0.499645841868635
     2222695232,0.499798200796737
     2573599555,0.499856506841772
     1429955396,0.499641387413448
     2720654149,0.499791637938905
     2580513606,0.499860965564765
      690398023,0.499739294084408
      659227466,0.499585798428853
     2955338574,0.499766676551617
     3011535696,0.499802588993285
     1160487773,0.500236532728735
      744663868,0.499671982613752
     2922939247,0.500006599979704
     1433748338,0.499519204570266
     2961039507,0.499518163585149
     3111535476,0.500012081600659
       32088949,0.499500655509191
     1426896361,0.499791593474235
      433057940,0.499751570156014
     3194807165,0.499500973312122
     1019339646,0.500234978990697
     1647534975,0.499779184067294
      858350469,0.499847790520430
     2629267607,0.500401029724505
     1027169090,0.499514043955753
     1849353105,0.499788799547385
      286638994,0.499875577760245
     2989687710,0.499904291914705
     1496245153,0.500251435579219
     2666668962,0.499748884231978
     1649050534,0.500623689462565
     4086546480,0.499674696596011
     2431878056,0.499730288606714
     1054392476,0.499553322505866
     3983721386,0.499681340698463
     3547186101,0.499531579454057
     1271940024,0.499658809231334
     2976252859,0.499797248207630
     3947971520,0.499812192916829
     3630015435,0.499577894650149
     2771690453,0.499503581247613
     3713369050,0.500674207818426
      672097245,0.500272993853657
     1828045801,0.500116039783764
     1945779026,0.499715124083168
     2213987327,0.499579967219587
     1292968960,0.499874129228873
     4157858823,0.499526452786547
      519627787,0.499883707738964
     1844839439,0.499678829152595
     4284400659,0.499846870939085
     2236015636,0.499521626708389
