idnum,RandomScorer_LeaveUnscored
     3800760322,0.337535844882273
      353755139,0.847872115876758
     2729656324,0.686755317810058
     2830325078,0.981182315913583
     1318838287,0.117631590459498
      946176016,0.836187094216185
      453500945,0.884665878457712
     3191791619,0.840457693271431
      839647252,0.633014060047124
     2511904795,0.452117010715064
     3333611548,0.167612819942860
     3737272353,0.963825873977502
      185188386,0.193952310076358
      573325347,0.943954572747203
     2124324901,0.338145135035525
      197165095,0.554781187307018
     1188814891,0.295439868810636
      982360109,0.703721293368871
     1910931504,0.714080390042023
      966934580,0.159238889249427
     1563967552,0.251851138277416
     3562463301,0.765598384028805
     3795304520,0.240239007324244
      421388363,0.782453834394733
     1053548620,0.614384105319337
      596918352,0.363629585695028
     3317047384,0.109114220838172
     2813616217,0.026547903869911
      892067936,0.615572586883102
     1650581602,0.344742550592786
      595230820,0.252225336259661
      271982693,0.008453384188050
     2847694951,0.124683988387143
     1811882090,0.212196204330008
      377551549,0.844051859612741
     4113883249,0.802685343345311
     4256784501,0.192856743019089
     2713296789,0.064895869937886
     1919869055,0.329480371165532
     3376365700,0.348782844455350
      456062317,0.809682841208502
     1438113939,0.854401315107134
     3993051292,0.806520839566074
     2703515805,0.730742099070527
     1398325407,0.960682236834783
     2587648164,0.299173643212150
      273670311,0.804474921334377
     1003888808,0.593457638170003
     1604305068,0.191350178335396
      686342322,0.035696402431427
      779665589,0.790741352685044
     3893919927,0.210783802681175
     3389104312,0.883627522190862
     1134182585,0.561078064202891
      627261626,0.921142963445315
     1191354555,0.201014021915894
     3524886718,0.377983200754778
     1729274049,0.119492300089345
     2221392069,0.655377042849249
     2389745864,0.393850844573129
     3485769930,0.502349193540464
     2741403852,0.416484021953721
     2746769613,0.483255245761368
     1934541010,0.178753827624127
     3035087059,0.133025840186873
      377725140,0.244047104185131
      207126743,0.466814807160940
     2444411098,0.698887646233024
     2321039579,0.702160191052225
     1908408542,0.372203206104798
     4243587295,0.200099966214900
     3824074979,0.619387604687737
     1135370468,0.447561528831729
     3872112877,0.891900345864044
      945307889,0.466976295932314
     3187415764,0.852300525340394
     2530836730,0.905498640831803
     2476228860,0.767741981631199
      326115587,0.532479255006679
      833462533,0.231304357260063
     1727209735,0.479356674946283
     1162879243,0.609523750443763
     2047435022,0.251942764253095
     2641698861,0.840790235219568
      294084880,0.477248970651083
     3877413140,0.248635401154876
     2554929200,0.015564427669686
     2803204391,0.583800945126821
     2214011194,0.659755721563924
      894198086,0.121565813639541
      705610059,0.533897194358962
     1743118669,0.493838682746311
     1125007695,0.441231012945755
     3385723619,0.373485156750443
     2252398935,0.940276312358219
     3459391835,0.027304053649892
      304669029,0.853773490042178
      390603110,0.882333419408296
     3155247463,0.992057621196367
     3379814765,0.657218179357915
     2654183790,0.738804699240903
     4060651888,0.302813448395712
      788922738,0.247024099475245
     2233672054,0.527747173906064
      537633146,0.701616730797380
     2078874347,0.745070245319873
     3638092168,0.891158766754717
       58196362,0.368001087819145
     1150966509,0.729985353546292
     3796042128,0.509871029482948
     3072508306,0.826327024976549
     3878986134,0.142657094335412
      884695447,0.633911437040905
     2726986138,0.390278529705995
     1247887771,0.747566322344865
     1732641187,0.664665654808132
     1760543142,0.731571855433895
     2428084650,0.087867715715822
      391848367,0.573843222741884
