user_id,score,origin_id
1257163,0.49960282229,f81a495f6041f93284b9584383d48615
3666201,0.499630119397,f81a495f6041f93284b9584383d48615
3762856,0.499977995121,f81a495f6041f93284b9584383d48615
4643202,0.49957112055,f81a495f6041f93284b9584383d48615
8264703,0.499660564096,f81a495f6041f93284b9584383d48615
8713623,0.500716947781,f81a495f6041f93284b9584383d48615
10216085,0.499866097582,f81a495f6041f93284b9584383d48615
10454613,0.500015674873,f81a495f6041f93284b9584383d48615
12830381,0.499757740647,f81a495f6041f93284b9584383d48615
13579059,0.4997216073,f81a495f6041f93284b9584383d48615
14444511,0.499522088866,f81a495f6041f93284b9584383d48615
14813380,0.499970995529,f81a495f6041f93284b9584383d48615
15145794,0.500014590983,f81a495f6041f93284b9584383d48615
15666050,0.499832178228,f81a495f6041f93284b9584383d48615
16030619,0.499506755052,f81a495f6041f93284b9584383d48615
18403675,0.500088060902,f81a495f6041f93284b9584383d48615
20688811,0.499588024194,f81a495f6041f93284b9584383d48615
22256316,0.499859094892,f81a495f6041f93284b9584383d48615
24755307,0.499522734016,f81a495f6041f93284b9584383d48615
26276859,0.499915636313,f81a495f6041f93284b9584383d48615
26484175,0.500873032574,f81a495f6041f93284b9584383d48615
27194025,0.500508517561,f81a495f6041f93284b9584383d48615
27472397,0.50018686216,f81a495f6041f93284b9584383d48615
27905466,0.499997889273,f81a495f6041f93284b9584383d48615
28562031,0.499635618174,f81a495f6041f93284b9584383d48615
32088949,0.49949432308,f81a495f6041f93284b9584383d48615
32209495,0.500375902676,f81a495f6041f93284b9584383d48615
32228579,0.4996146171,f81a495f6041f93284b9584383d48615
32388948,0.499647556903,f81a495f6041f93284b9584383d48615
33848378,0.500686516906,f81a495f6041f93284b9584383d48615
35886541,0.500491340045,f81a495f6041f93284b9584383d48615
37935529,0.499660632124,f81a495f6041f93284b9584383d48615
38529900,0.499661385908,f81a495f6041f93284b9584383d48615
39662473,0.49968469032,f81a495f6041f93284b9584383d48615
40491651,0.500007778572,f81a495f6041f93284b9584383d48615
41839058,0.499615249712,f81a495f6041f93284b9584383d48615
42935543,0.49987972919,f81a495f6041f93284b9584383d48615
46861991,0.499991342962,f81a495f6041f93284b9584383d48615
48025958,0.499624671049,f81a495f6041f93284b9584383d48615
50076758,0.499624111907,f81a495f6041f93284b9584383d48615
50381881,0.500808390557,f81a495f6041f93284b9584383d48615
50688849,0.499989348811,f81a495f6041f93284b9584383d48615
51712238,0.49961596893,f81a495f6041f93284b9584383d48615
52301276,0.499714460805,f81a495f6041f93284b9584383d48615
52305841,0.49949722282,f81a495f6041f93284b9584383d48615
53815282,0.499974706483,f81a495f6041f93284b9584383d48615
54159288,0.499653738455,f81a495f6041f93284b9584383d48615
54322946,0.499745014595,f81a495f6041f93284b9584383d48615
54866034,0.499665699891,f81a495f6041f93284b9584383d48615
57560196,0.499653209961,f81a495f6041f93284b9584383d48615
57895567,0.500104569675,f81a495f6041f93284b9584383d48615
58196362,0.49960324295,f81a495f6041f93284b9584383d48615
60575993,0.499585994252,f81a495f6041f93284b9584383d48615
60975052,0.500359498127,f81a495f6041f93284b9584383d48615
61279800,0.499830245921,f81a495f6041f93284b9584383d48615
61673048,0.500894857203,f81a495f6041f93284b9584383d48615
65348353,0.500091819619,f81a495f6041f93284b9584383d48615
65797629,0.499833363456,f81a495f6041f93284b9584383d48615
68991036,0.499509619893,f81a495f6041f93284b9584383d48615
71240446,0.49977757411,f81a495f6041f93284b9584383d48615
72718694,0.499659035219,f81a495f6041f93284b9584383d48615
73166801,0.500267084837,f81a495f6041f93284b9584383d48615
73499309,0.500211330091,f81a495f6041f93284b9584383d48615
75390012,0.50117279561,f81a495f6041f93284b9584383d48615
76011693,0.499689136122,f81a495f6041f93284b9584383d48615
80662100,0.49962193966,f81a495f6041f93284b9584383d48615
81603853,0.499877835119,f81a495f6041f93284b9584383d48615
83019021,0.499713797311,f81a495f6041f93284b9584383d48615
84317600,0.49965332852,f81a495f6041f93284b9584383d48615
87519714,0.499728615294,f81a495f6041f93284b9584383d48615
87624014,0.500228662275,f81a495f6041f93284b9584383d48615
88373450,0.499872071378,f81a495f6041f93284b9584383d48615
91675892,0.499840230886,f81a495f6041f93284b9584383d48615
91739717,0.499681511755,f81a495f6041f93284b9584383d48615
93289481,0.499681590817,f81a495f6041f93284b9584383d48615
95774621,0.500253471397,f81a495f6041f93284b9584383d48615
96198130,0.500390640802,f81a495f6041f93284b9584383d48615
98581287,0.499533819745,f81a495f6041f93284b9584383d48615
100041341,0.500349976053,f81a495f6041f93284b9584383d48615
102874632,0.50028778491,f81a495f6041f93284b9584383d48615
104812720,0.500396770685,f81a495f6041f93284b9584383d48615
104974358,0.500078003508,f81a495f6041f93284b9584383d48615
105321867,0.500588835656,f81a495f6041f93284b9584383d48615
105642960,0.499644621524,f81a495f6041f93284b9584383d48615
108655817,0.500268245826,f81a495f6041f93284b9584383d48615
110278528,0.500010355014,f81a495f6041f93284b9584383d48615
110507344,0.500174887116,f81a495f6041f93284b9584383d48615
115271771,0.49977587395,f81a495f6041f93284b9584383d48615
116429755,0.500644989635,f81a495f6041f93284b9584383d48615
117286282,0.49986776513,f81a495f6041f93284b9584383d48615
117821048,0.499801178717,f81a495f6041f93284b9584383d48615
118360577,0.50038136038,f81a495f6041f93284b9584383d48615
119572611,0.499596232302,f81a495f6041f93284b9584383d48615
121318751,0.500683430355,f81a495f6041f93284b9584383d48615
121407795,0.499720268247,f81a495f6041f93284b9584383d48615
124726856,0.499865747321,f81a495f6041f93284b9584383d48615
125806967,0.499879988553,f81a495f6041f93284b9584383d48615
126837628,0.500731629778,f81a495f6041f93284b9584383d48615
127588095,0.499686949481,f81a495f6041f93284b9584383d48615
128166283,0.500218849929,f81a495f6041f93284b9584383d48615
128699208,0.499688345753,f81a495f6041f93284b9584383d48615
131722143,0.499499340285,f81a495f6041f93284b9584383d48615
132953585,0.500385447396,f81a495f6041f93284b9584383d48615
135869424,0.499720457363,f81a495f6041f93284b9584383d48615
136507530,0.500144048017,f81a495f6041f93284b9584383d48615
136563772,0.500513081568,f81a495f6041f93284b9584383d48615
138167699,0.499553385342,f81a495f6041f93284b9584383d48615
138197111,0.499944816947,f81a495f6041f93284b9584383d48615
139594293,0.499966582463,f81a495f6041f93284b9584383d48615
146556637,0.500863059894,f81a495f6041f93284b9584383d48615
146589912,0.499839371435,f81a495f6041f93284b9584383d48615
146654916,0.499634784873,f81a495f6041f93284b9584383d48615
146668200,0.500107834282,f81a495f6041f93284b9584383d48615
146835745,0.500026690048,f81a495f6041f93284b9584383d48615
147615847,0.500467039828,f81a495f6041f93284b9584383d48615
148438730,0.499673605109,f81a495f6041f93284b9584383d48615
150592548,0.500605906648,f81a495f6041f93284b9584383d48615
151276515,0.500173682347,f81a495f6041f93284b9584383d48615
153026235,0.499650024905,f81a495f6041f93284b9584383d48615
153805298,0.499632851695,f81a495f6041f93284b9584383d48615
154289260,0.499622541516,f81a495f6041f93284b9584383d48615
154606057,0.500393852789,f81a495f6041f93284b9584383d48615
154824772,0.500586109327,f81a495f6041f93284b9584383d48615
155749111,0.499830548892,f81a495f6041f93284b9584383d48615
156822966,0.499600483334,f81a495f6041f93284b9584383d48615
156964214,0.499953104878,f81a495f6041f93284b9584383d48615
157732323,0.500013656077,f81a495f6041f93284b9584383d48615
158222197,0.499814750861,f81a495f6041f93284b9584383d48615
158502627,0.49970261817,f81a495f6041f93284b9584383d48615
158940143,0.50032543782,f81a495f6041f93284b9584383d48615
159374064,0.500003321719,f81a495f6041f93284b9584383d48615
159635782,0.499727990592,f81a495f6041f93284b9584383d48615
164953467,0.499746167048,f81a495f6041f93284b9584383d48615
169660931,0.500704791726,f81a495f6041f93284b9584383d48615
169859367,0.500178409875,f81a495f6041f93284b9584383d48615
171698843,0.49972093788,f81a495f6041f93284b9584383d48615
171775437,0.499638561877,f81a495f6041f93284b9584383d48615
171778968,0.499782679818,f81a495f6041f93284b9584383d48615
173299067,0.500449627157,f81a495f6041f93284b9584383d48615
173341789,0.499504246587,f81a495f6041f93284b9584383d48615
174795272,0.499650684672,f81a495f6041f93284b9584383d48615
174906694,0.499937141805,f81a495f6041f93284b9584383d48615
175198917,0.499822203932,f81a495f6041f93284b9584383d48615
176258242,0.499720094734,f81a495f6041f93284b9584383d48615
177470199,0.499713099257,f81a495f6041f93284b9584383d48615
178086079,0.500567893532,f81a495f6041f93284b9584383d48615
178436741,0.500103944155,f81a495f6041f93284b9584383d48615
178871054,0.499607801597,f81a495f6041f93284b9584383d48615
179509162,0.499586103669,f81a495f6041f93284b9584383d48615
180828873,0.500725324537,f81a495f6041f93284b9584383d48615
182988375,0.499757930906,f81a495f6041f93284b9584383d48615
183204935,0.499531789435,f81a495f6041f93284b9584383d48615
