user_id,score,origin_id
3800760322,1.0,3b41758a9f012077769e8b52049f8a3b
3191791619,2.0,3b41758a9f012077769e8b52049f8a3b
2729656324,3.0,3b41758a9f012077769e8b52049f8a3b
2830325078,2300.0,3b41758a9f012077769e8b52049f8a3b
4121108486,5.0,3b41758a9f012077769e8b52049f8a3b
1318838287,8.0,3b41758a9f012077769e8b52049f8a3b
946176016,9.0,3b41758a9f012077769e8b52049f8a3b
453500945,10.0,3b41758a9f012077769e8b52049f8a3b
353755139,11.0,3b41758a9f012077769e8b52049f8a3b
839647252,12.0,3b41758a9f012077769e8b52049f8a3b
2511904795,14.0,3b41758a9f012077769e8b52049f8a3b
3333611548,15.0,3b41758a9f012077769e8b52049f8a3b
3737272353,17.0,3b41758a9f012077769e8b52049f8a3b
185188386,18.0,3b41758a9f012077769e8b52049f8a3b
573325347,19.0,3b41758a9f012077769e8b52049f8a3b
2124324901,20.0,3b41758a9f012077769e8b52049f8a3b
197165095,21.0,3b41758a9f012077769e8b52049f8a3b
1188814891,22.0,3b41758a9f012077769e8b52049f8a3b
982360109,23.0,3b41758a9f012077769e8b52049f8a3b
4086546480,24.0,3b41758a9f012077769e8b52049f8a3b
966934580,26.0,3b41758a9f012077769e8b52049f8a3b
1563967552,30.0,3b41758a9f012077769e8b52049f8a3b
3562463301,32.0,3b41758a9f012077769e8b52049f8a3b
3795304520,34.0,3b41758a9f012077769e8b52049f8a3b
421388363,35.0,3b41758a9f012077769e8b52049f8a3b
1053548620,36.0,3b41758a9f012077769e8b52049f8a3b
596918352,37.0,3b41758a9f012077769e8b52049f8a3b
3317047384,38.0,3b41758a9f012077769e8b52049f8a3b
2813616217,39.0,3b41758a9f012077769e8b52049f8a3b
3804389469,3236.0,3b41758a9f012077769e8b52049f8a3b
892067936,42.0,3b41758a9f012077769e8b52049f8a3b
1650581602,43.0,3b41758a9f012077769e8b52049f8a3b
595230820,44.0,3b41758a9f012077769e8b52049f8a3b
271982693,271.0,3b41758a9f012077769e8b52049f8a3b
2847694951,46.0,3b41758a9f012077769e8b52049f8a3b
1811882090,47.0,3b41758a9f012077769e8b52049f8a3b
377551549,1968.0,3b41758a9f012077769e8b52049f8a3b
4113883249,49.0,3b41758a9f012077769e8b52049f8a3b
4256784501,50.0,3b41758a9f012077769e8b52049f8a3b
2713296789,3420.0,3b41758a9f012077769e8b52049f8a3b
1919869055,53.0,3b41758a9f012077769e8b52049f8a3b
3376365700,356.0,3b41758a9f012077769e8b52049f8a3b
456062317,2315.0,3b41758a9f012077769e8b52049f8a3b
2961039507,58.0,3b41758a9f012077769e8b52049f8a3b
3993051292,59.0,3b41758a9f012077769e8b52049f8a3b
2703515805,60.0,3b41758a9f012077769e8b52049f8a3b
1398325407,61.0,3b41758a9f012077769e8b52049f8a3b
2587648164,64.0,3b41758a9f012077769e8b52049f8a3b
273670311,65.0,3b41758a9f012077769e8b52049f8a3b
1003888808,66.0,3b41758a9f012077769e8b52049f8a3b
1604305068,67.0,3b41758a9f012077769e8b52049f8a3b
686342322,72.0,3b41758a9f012077769e8b52049f8a3b
779665589,73.0,3b41758a9f012077769e8b52049f8a3b
3893919927,2766.0,3b41758a9f012077769e8b52049f8a3b
3389104312,75.0,3b41758a9f012077769e8b52049f8a3b
1134182585,76.0,3b41758a9f012077769e8b52049f8a3b
627261626,77.0,3b41758a9f012077769e8b52049f8a3b
1191354555,78.0,3b41758a9f012077769e8b52049f8a3b
3524886718,79.0,3b41758a9f012077769e8b52049f8a3b
1729274049,81.0,3b41758a9f012077769e8b52049f8a3b
2221392069,83.0,3b41758a9f012077769e8b52049f8a3b
2389745864,84.0,3b41758a9f012077769e8b52049f8a3b
3485769930,85.0,3b41758a9f012077769e8b52049f8a3b
2741403852,86.0,3b41758a9f012077769e8b52049f8a3b
2746769613,87.0,3b41758a9f012077769e8b52049f8a3b
534554350,755.0,3b41758a9f012077769e8b52049f8a3b
1934541010,89.0,3b41758a9f012077769e8b52049f8a3b
3035087059,90.0,3b41758a9f012077769e8b52049f8a3b
377725140,555.0,3b41758a9f012077769e8b52049f8a3b
207126743,92.0,3b41758a9f012077769e8b52049f8a3b
2444411098,93.0,3b41758a9f012077769e8b52049f8a3b
2321039579,94.0,3b41758a9f012077769e8b52049f8a3b
1908408542,579.0,3b41758a9f012077769e8b52049f8a3b
4243587295,96.0,3b41758a9f012077769e8b52049f8a3b
3824074979,98.0,3b41758a9f012077769e8b52049f8a3b
1135370468,99.0,3b41758a9f012077769e8b52049f8a3b
3872112877,103.0,3b41758a9f012077769e8b52049f8a3b
945307889,104.0,3b41758a9f012077769e8b52049f8a3b
2875887722,1767.0,3b41758a9f012077769e8b52049f8a3b
3612859092,2909.0,3b41758a9f012077769e8b52049f8a3b
2530836730,652.0,3b41758a9f012077769e8b52049f8a3b
2476228860,108.0,3b41758a9f012077769e8b52049f8a3b
326115587,112.0,3b41758a9f012077769e8b52049f8a3b
833462533,113.0,3b41758a9f012077769e8b52049f8a3b
1727209735,114.0,3b41758a9f012077769e8b52049f8a3b
1162879243,116.0,3b41758a9f012077769e8b52049f8a3b
2047435022,119.0,3b41758a9f012077769e8b52049f8a3b
2641698861,1546.0,3b41758a9f012077769e8b52049f8a3b
294084880,121.0,3b41758a9f012077769e8b52049f8a3b
3877413140,123.0,3b41758a9f012077769e8b52049f8a3b
2554929200,1583.0,3b41758a9f012077769e8b52049f8a3b
2803204391,130.0,3b41758a9f012077769e8b52049f8a3b
2214011194,135.0,3b41758a9f012077769e8b52049f8a3b
894198086,140.0,3b41758a9f012077769e8b52049f8a3b
705610059,142.0,3b41758a9f012077769e8b52049f8a3b
2184102221,143.0,3b41758a9f012077769e8b52049f8a3b
1125007695,144.0,3b41758a9f012077769e8b52049f8a3b
401894115,146.0,3b41758a9f012077769e8b52049f8a3b
2252398935,148.0,3b41758a9f012077769e8b52049f8a3b
3459391835,150.0,3b41758a9f012077769e8b52049f8a3b
304669029,152.0,3b41758a9f012077769e8b52049f8a3b
390603110,153.0,3b41758a9f012077769e8b52049f8a3b
3155247463,154.0,3b41758a9f012077769e8b52049f8a3b
3379814765,157.0,3b41758a9f012077769e8b52049f8a3b
2654183790,158.0,3b41758a9f012077769e8b52049f8a3b
4060651888,160.0,3b41758a9f012077769e8b52049f8a3b
788922738,162.0,3b41758a9f012077769e8b52049f8a3b
2233672054,163.0,3b41758a9f012077769e8b52049f8a3b
537633146,164.0,3b41758a9f012077769e8b52049f8a3b
3460211074,167.0,3b41758a9f012077769e8b52049f8a3b
3729758955,2917.0,3b41758a9f012077769e8b52049f8a3b
3638092168,171.0,3b41758a9f012077769e8b52049f8a3b
58196362,172.0,3b41758a9f012077769e8b52049f8a3b
3796042128,176.0,3b41758a9f012077769e8b52049f8a3b
3072508306,575.0,3b41758a9f012077769e8b52049f8a3b
3878986134,2221.0,3b41758a9f012077769e8b52049f8a3b
884695447,1048.0,3b41758a9f012077769e8b52049f8a3b
2726986138,182.0,3b41758a9f012077769e8b52049f8a3b
1247887771,183.0,3b41758a9f012077769e8b52049f8a3b
935698844,184.0,3b41758a9f012077769e8b52049f8a3b
1732641187,185.0,3b41758a9f012077769e8b52049f8a3b
1760543142,186.0,3b41758a9f012077769e8b52049f8a3b
2428084650,189.0,3b41758a9f012077769e8b52049f8a3b
391848367,191.0,3b41758a9f012077769e8b52049f8a3b
2284863940,1150.0,3b41758a9f012077769e8b52049f8a3b
2877448651,200.0,3b41758a9f012077769e8b52049f8a3b
2648768974,202.0,3b41758a9f012077769e8b52049f8a3b
3103965649,204.0,3b41758a9f012077769e8b52049f8a3b
2899255767,207.0,3b41758a9f012077769e8b52049f8a3b
2753938852,208.0,3b41758a9f012077769e8b52049f8a3b
1373077981,209.0,3b41758a9f012077769e8b52049f8a3b
3291931107,210.0,3b41758a9f012077769e8b52049f8a3b
2976760295,212.0,3b41758a9f012077769e8b52049f8a3b
3937534441,214.0,3b41758a9f012077769e8b52049f8a3b
2566373869,215.0,3b41758a9f012077769e8b52049f8a3b
153805298,216.0,3b41758a9f012077769e8b52049f8a3b
3259998708,217.0,3b41758a9f012077769e8b52049f8a3b
2570693374,1197.0,3b41758a9f012077769e8b52049f8a3b
2638545403,1279.0,3b41758a9f012077769e8b52049f8a3b
3669713407,222.0,3b41758a9f012077769e8b52049f8a3b
3405480451,225.0,3b41758a9f012077769e8b52049f8a3b
1470259719,227.0,3b41758a9f012077769e8b52049f8a3b
740557322,229.0,3b41758a9f012077769e8b52049f8a3b
1571799565,1335.0,3b41758a9f012077769e8b52049f8a3b
1297860013,231.0,3b41758a9f012077769e8b52049f8a3b
986341913,235.0,3b41758a9f012077769e8b52049f8a3b
705159706,236.0,3b41758a9f012077769e8b52049f8a3b
1081721374,239.0,3b41758a9f012077769e8b52049f8a3b
1863241819,1761.0,3b41758a9f012077769e8b52049f8a3b
2597126692,242.0,3b41758a9f012077769e8b52049f8a3b
221667877,243.0,3b41758a9f012077769e8b52049f8a3b
223183399,245.0,3b41758a9f012077769e8b52049f8a3b
3211469352,246.0,3b41758a9f012077769e8b52049f8a3b
241197609,247.0,3b41758a9f012077769e8b52049f8a3b
1984922154,248.0,3b41758a9f012077769e8b52049f8a3b
2828198445,249.0,3b41758a9f012077769e8b52049f8a3b
2576130613,251.0,3b41758a9f012077769e8b52049f8a3b
125510199,1443.0,3b41758a9f012077769e8b52049f8a3b
3395469881,253.0,3b41758a9f012077769e8b52049f8a3b
1663754816,254.0,3b41758a9f012077769e8b52049f8a3b
1271890500,256.0,3b41758a9f012077769e8b52049f8a3b
1343382088,258.0,3b41758a9f012077769e8b52049f8a3b
3033178703,259.0,3b41758a9f012077769e8b52049f8a3b
292889168,1501.0,3b41758a9f012077769e8b52049f8a3b
666796625,261.0,3b41758a9f012077769e8b52049f8a3b
3016565331,262.0,3b41758a9f012077769e8b52049f8a3b
2052186708,263.0,3b41758a9f012077769e8b52049f8a3b
3742897593,2349.0,3b41758a9f012077769e8b52049f8a3b
4169212504,1517.0,3b41758a9f012077769e8b52049f8a3b
417350235,268.0,3b41758a9f012077769e8b52049f8a3b
1728774750,270.0,3b41758a9f012077769e8b52049f8a3b
311411296,272.0,3b41758a9f012077769e8b52049f8a3b
1341727332,1554.0,3b41758a9f012077769e8b52049f8a3b
4235797096,276.0,3b41758a9f012077769e8b52049f8a3b
675529322,277.0,3b41758a9f012077769e8b52049f8a3b
1059373679,278.0,3b41758a9f012077769e8b52049f8a3b
4062413426,279.0,3b41758a9f012077769e8b52049f8a3b
1409090165,281.0,3b41758a9f012077769e8b52049f8a3b
4113760888,1598.0,3b41758a9f012077769e8b52049f8a3b
369566332,284.0,3b41758a9f012077769e8b52049f8a3b
2835645053,1613.0,3b41758a9f012077769e8b52049f8a3b
4098630272,286.0,3b41758a9f012077769e8b52049f8a3b
4028572289,287.0,3b41758a9f012077769e8b52049f8a3b
1352336002,288.0,3b41758a9f012077769e8b52049f8a3b
906519175,1637.0,3b41758a9f012077769e8b52049f8a3b
304628365,292.0,3b41758a9f012077769e8b52049f8a3b
10216085,1668.0,3b41758a9f012077769e8b52049f8a3b
1988797078,1673.0,3b41758a9f012077769e8b52049f8a3b
2873991845,299.0,3b41758a9f012077769e8b52049f8a3b
437625510,300.0,3b41758a9f012077769e8b52049f8a3b
2129699496,301.0,3b41758a9f012077769e8b52049f8a3b
2165359274,302.0,3b41758a9f012077769e8b52049f8a3b
1644675757,304.0,3b41758a9f012077769e8b52049f8a3b
1649287854,305.0,3b41758a9f012077769e8b52049f8a3b
453935793,306.0,3b41758a9f012077769e8b52049f8a3b
952656562,307.0,3b41758a9f012077769e8b52049f8a3b
3114435252,1747.0,3b41758a9f012077769e8b52049f8a3b
2069758649,1760.0,3b41758a9f012077769e8b52049f8a3b
2741191355,310.0,3b41758a9f012077769e8b52049f8a3b
3283878590,312.0,3b41758a9f012077769e8b52049f8a3b
3142525631,313.0,3b41758a9f012077769e8b52049f8a3b
523649730,314.0,3b41758a9f012077769e8b52049f8a3b
4123853512,315.0,3b41758a9f012077769e8b52049f8a3b
1685709517,317.0,3b41758a9f012077769e8b52049f8a3b
1258242766,318.0,3b41758a9f012077769e8b52049f8a3b
1070883551,323.0,3b41758a9f012077769e8b52049f8a3b
1791967981,330.0,3b41758a9f012077769e8b52049f8a3b
3400393458,1814.0,3b41758a9f012077769e8b52049f8a3b
4201267955,333.0,3b41758a9f012077769e8b52049f8a3b
2118558452,334.0,3b41758a9f012077769e8b52049f8a3b
1015923445,1911.0,3b41758a9f012077769e8b52049f8a3b
949631785,2941.0,3b41758a9f012077769e8b52049f8a3b
3668738810,1924.0,3b41758a9f012077769e8b52049f8a3b
1073349371,339.0,3b41758a9f012077769e8b52049f8a3b
2505499390,340.0,3b41758a9f012077769e8b52049f8a3b
3559965440,342.0,3b41758a9f012077769e8b52049f8a3b
897123075,1951.0,3b41758a9f012077769e8b52049f8a3b
280945415,1959.0,3b41758a9f012077769e8b52049f8a3b
1441981193,347.0,3b41758a9f012077769e8b52049f8a3b
4106216208,350.0,3b41758a9f012077769e8b52049f8a3b
3462333912,816.0,3b41758a9f012077769e8b52049f8a3b
2974147351,354.0,3b41758a9f012077769e8b52049f8a3b
2914370328,355.0,3b41758a9f012077769e8b52049f8a3b
1892746009,1998.0,3b41758a9f012077769e8b52049f8a3b
3677799199,357.0,3b41758a9f012077769e8b52049f8a3b
1169204003,2028.0,3b41758a9f012077769e8b52049f8a3b
1936007973,359.0,3b41758a9f012077769e8b52049f8a3b
806708007,360.0,3b41758a9f012077769e8b52049f8a3b
1608631094,362.0,3b41758a9f012077769e8b52049f8a3b
1696105276,363.0,3b41758a9f012077769e8b52049f8a3b
2249868093,364.0,3b41758a9f012077769e8b52049f8a3b
2222695232,367.0,3b41758a9f012077769e8b52049f8a3b
2573599555,369.0,3b41758a9f012077769e8b52049f8a3b
1429955396,370.0,3b41758a9f012077769e8b52049f8a3b
2720654149,1855.0,3b41758a9f012077769e8b52049f8a3b
2580513606,372.0,3b41758a9f012077769e8b52049f8a3b
690398023,373.0,3b41758a9f012077769e8b52049f8a3b
659227466,374.0,3b41758a9f012077769e8b52049f8a3b
2955338574,375.0,3b41758a9f012077769e8b52049f8a3b
3011535696,377.0,3b41758a9f012077769e8b52049f8a3b
1160487773,2170.0,3b41758a9f012077769e8b52049f8a3b
744663868,1224.0,3b41758a9f012077769e8b52049f8a3b
2922939247,388.0,3b41758a9f012077769e8b52049f8a3b
1433748338,389.0,3b41758a9f012077769e8b52049f8a3b
1438113939,390.0,3b41758a9f012077769e8b52049f8a3b
3111535476,391.0,3b41758a9f012077769e8b52049f8a3b
32088949,392.0,3b41758a9f012077769e8b52049f8a3b
1426896361,2490.0,3b41758a9f012077769e8b52049f8a3b
2166853780,1786.0,3b41758a9f012077769e8b52049f8a3b
3638917951,3161.0,3b41758a9f012077769e8b52049f8a3b
3194807165,398.0,3b41758a9f012077769e8b52049f8a3b
1019339646,399.0,3b41758a9f012077769e8b52049f8a3b
1647534975,400.0,3b41758a9f012077769e8b52049f8a3b
4229153664,401.0,3b41758a9f012077769e8b52049f8a3b
858350469,2272.0,3b41758a9f012077769e8b52049f8a3b
3402240151,1789.0,3b41758a9f012077769e8b52049f8a3b
1027169090,3093.0,3b41758a9f012077769e8b52049f8a3b
1849353105,408.0,3b41758a9f012077769e8b52049f8a3b
286638994,409.0,3b41758a9f012077769e8b52049f8a3b
2989687710,413.0,3b41758a9f012077769e8b52049f8a3b
1496245153,415.0,3b41758a9f012077769e8b52049f8a3b
2666668962,3256.0,3b41758a9f012077769e8b52049f8a3b
2582709158,418.0,3b41758a9f012077769e8b52049f8a3b
2431878056,420.0,3b41758a9f012077769e8b52049f8a3b
1054392476,421.0,3b41758a9f012077769e8b52049f8a3b
3983721386,422.0,3b41758a9f012077769e8b52049f8a3b
3547186101,425.0,3b41758a9f012077769e8b52049f8a3b
1271940024,426.0,3b41758a9f012077769e8b52049f8a3b
2976252859,427.0,3b41758a9f012077769e8b52049f8a3b
3947971520,2437.0,3b41758a9f012077769e8b52049f8a3b
1806167282,1406.0,3b41758a9f012077769e8b52049f8a3b
3630015435,434.0,3b41758a9f012077769e8b52049f8a3b
2771690453,437.0,3b41758a9f012077769e8b52049f8a3b
3713369050,438.0,3b41758a9f012077769e8b52049f8a3b
672097245,439.0,3b41758a9f012077769e8b52049f8a3b
1828045801,440.0,3b41758a9f012077769e8b52049f8a3b
3563690834,2959.0,3b41758a9f012077769e8b52049f8a3b
2869240831,447.0,3b41758a9f012077769e8b52049f8a3b
1292968960,448.0,3b41758a9f012077769e8b52049f8a3b
