idnum,RandomScorer_LeaveUnscored
        1257163,-1.067166850803963
        3666201,-1.117741884919572
        3762856,-0.095460726458744
        4643202,-1.125252716325737
        8264703,-0.906792527655315
        8713623,2.022042745176478
       10216085,-0.208325658765401
       10454613,0.444809478372500
       12830381,-0.519889355863632
       13579059,-0.726841500531362
       14444511,-1.389250356818645
       14813380,0.280090947536386
       15145794,0.502329897235010
       15666050,-0.135935930107431
       16030619,-1.463417712240497
       18403675,0.601014567451960
       20688811,-1.137434105940894
       22256316,-0.607566292182278
       24755307,-1.392263497400520
       26276859,-0.329280142187337
       26484175,2.405784916483862
       27194025,1.556669696087724
       27472397,0.591450913101141
       27905466,0.275223981432085
       28562031,-1.051286122041135
       32088949,-1.459893074793727
       32209495,0.816050554780180
       32228579,-0.944046238718267
       32388948,-0.837192587779321
       33848378,1.144477138885061
       35886541,1.251206041784947
       37935529,-0.854725637645929
       38529900,-0.896143981817282
       39662473,-0.647220874348899
       40491651,0.093961177781697
       41839058,-1.149756325623454
       42935543,-0.335205000981006
       46861991,0.398832687892545
       48025958,-1.034300933023548
       50076758,-1.057820753700851
       50381881,1.959057213093887
       50688849,0.238030727075732
       51712238,-1.062680277336604
       52301276,-0.670964740029897
       52305841,-1.445586626984380
       53815282,0.005953193572954
       54159288,-0.892425852978705
       54322946,-0.650215188079149
       54866034,-0.942598329937344
       57560196,-0.768869727146400
       57895567,0.445188881361818
       58196362,-1.062926696263321
       60575993,-1.208659486723985
       60975052,0.920145682205443
       61279800,-0.141869280456540
       61673048,1.746782788289524
       65348353,0.636581585037690
       65797629,-0.177921121149615
       68991036,-1.423218397353991
       71240446,-0.270652126048506
       72718694,-0.872535780266374
       73166801,0.802794478050415
       73499309,0.650836138075103
       75390012,2.519300491295692
       76011693,-0.686417616564936
       80662100,-1.043446230539046
       81603853,0.069510527575859
       83019021,-0.582114260783721
       84317600,-0.978900326517014
       87519714,-0.829397478296216
       87624014,0.570527230888683
       88373450,-0.148219250493041
       91675892,-0.317162390159406
       91739717,-0.663977743339765
       93289481,-0.641118988109731
       95774621,0.758970209026632
       96198130,1.067583797271668
       98581287,-1.336411387361331
      100041341,0.922476472124733
      102874632,0.586128659372364
      104812720,0.978073006754103
      104974358,0.595843844295519
      105321867,1.172450839108905
      105642960,-0.923940897546918
      108655817,0.886408155768280
      110278528,0.317173744733753
      110507344,0.681964504417241
      115271771,-0.297021990524905
      116429755,1.587232823500520
      117286282,0.008380031502236
      117821048,-0.275023452909345
      118360577,1.090318989381809
      119572611,-1.151458315897264
      121318751,1.551368612704678
      121407795,-0.704209561683886
      124726856,-0.211534519809791
      125806967,-0.220908403756552
      126837628,1.740993051509006
      127588095,-0.845810162167946
      128166283,0.668831034546463
      128699208,-0.666876974265345
      131722143,-1.445949258429748
      132953585,1.057631660266326
      135869424,-0.456851844145085
      136507530,0.543849964483042
      136563772,0.953660900478949
      138167699,-1.309373014174690
      138197111,0.176648770862244
      139594293,-0.422921724687897
      146556637,1.995810604926835
      146589912,-0.088363795892465
      146654916,-0.863628704201042
      146668200,-0.094226764325328
      146835745,0.050961073620623
      147615847,1.362498997459717
      148438730,-0.806025965717732
      150592548,1.536309202008617
      151276515,0.706662388565205
      153026235,-0.887982596822292
      153805298,-0.964746147576696
      154289260,-1.017629313505928
      154606057,0.677604816787697
      154824772,1.149051832308632
      155749111,-0.097800877730690
      156822966,-1.158399507653828
      156964214,0.118905446280268
      157732323,0.185743441577824
      158222197,-0.379662900805764
      158502627,-0.753929329219714
      158940143,0.622151766533576
      159374064,0.202689242480141
      159635782,-0.596885701977463
      164953467,-0.478490934206519
      169660931,1.557156253781596
      169859367,0.020781413128328
      171698843,-0.611380552772795
      171775437,-1.057088664688691
      171778968,-0.277529737198026
      173299067,0.559954988163423
      173341789,-1.473787181478510
      174795272,-1.016941337744567
      174906694,0.126082480136218
      175198917,-0.175694943582014
      176258242,-0.636083404058715
      177470199,-0.603386500876368
      178086079,1.329272797629731
      178436741,0.049523185417602
      178871054,-1.219797672829124
      179509162,-1.255876600164455
      180828873,2.132902910033888
      182988375,-0.425768540248653
      183204935,-1.342710862511835
      183359707,-0.088564214639160
      185188386,-1.260116918155420
      185407090,0.903283441015855
      185988792,0.195393839975720
      186731606,-1.367635897297080
      187263797,0.717755369593768
      187609815,-0.906662389014596
      188351587,0.478589141277674
      189960673,-1.444436485022669
      192418760,0.652821208612227
      192734429,2.120437083824758
      193102160,-0.712045241577652
      193628988,-0.945622816902094
      194913990,2.131121496458064
      195805052,0.606187271989801
      197093544,-0.796261784373762
      197165095,1.062187506588532
      199543593,-0.769272230267450
      202267452,0.806578820403797
      203774297,-0.346635526647429
      203979224,-1.226195525141692
      204878041,-1.283624771711235
      206055142,-0.405657149407188
      206110424,-0.961167844360263
      207126743,-0.750658276704395
      209158401,1.467213550984441
      209313138,-1.081003783327961
      214707270,-0.367676580728994
      215066694,0.903178697971795
      218664243,-0.268021438352271
      221667877,0.380415554586287
      222170761,-0.459114794599508
      222329944,0.864616030860496
      222815474,-0.496790211349739
      223183399,1.082712057950771
      224849060,-0.862924739504985
      224853921,-0.053261523157743
      225113954,0.633810592598662
      225832912,-0.429374230227257
      225947859,1.188963701409635
      226736066,-0.270942472087913
      227023597,0.738965387004665
      227104646,1.649944285566976
      227245329,-1.307159061133775
      227821952,-0.453800571453256
      233278274,-1.031185887605239
      235994585,0.740583918369745
      237574474,-0.202712172944714
      237580894,-0.039386494313689
      241197609,-0.811645404227725
      242878731,-1.289547826752711
      242955686,-0.679962935575275
      244462675,0.224590402836042
      245934481,0.020988471051779
      246209747,-1.136975732845828
      246808812,-0.045818397057204
      250920048,0.148910701479796
      251426884,-0.402904044543184
      254693089,1.809413026252557
      254839696,-0.656503038869231
      256070847,-1.004679981649705
      257654678,0.013762364359600
      260302946,-0.589294167139356
      261510752,-0.364701699667231
      262695517,-1.227318643426854
      264425091,-0.489781811984321
      267021979,-1.207757908208242
      267269087,-0.751865431467931
      267507893,-0.839611169090937
      267789728,0.772240691815313
      268442623,-1.255114954998741
      271023484,1.396883870737994
      271497799,-0.230180688022306
      271982693,-0.960681022906616
      272374884,-1.052878995148313
      272904435,-0.105327042020409
      273670311,-0.020860513134230
      273895788,0.248175029921737
      274416329,1.663338539950607
      274990305,1.662122932872951
      275753215,2.945062606867964
      277219886,0.910760433345687
      277784697,-0.131074162963274
      279688893,1.058630854182269
      280409396,-0.835477291743843
      280722793,-0.531869532561756
      280945415,-1.421737509861562
      283261510,-0.112220262369205
      283691199,-0.344745591180826
      284764044,0.895855156667705
      286638994,-0.177314056667170
      287219131,0.174394832863198
      288190048,3.411749952467945
      288397188,0.161814471914932
      292889168,-1.441832806288644
      294084880,-1.305247402885243
      295515825,-0.870708479200615
      297135336,0.515363081235583
      298478170,1.467536222731956
      298740821,-0.188551945917872
      299878257,1.463968638815815
      300129367,-0.747872984606945
      302869304,2.184386599353496
      304628365,0.425364659453939
      304669029,-1.389181145164859
      309935240,0.046786252729291
      310050312,0.413745844702712
      311411296,-1.379032961977933
      313550011,0.002464335946910
      313775948,-0.230188437088870
      314179150,-1.375801574916519
      315616399,0.402755699636802
      315926660,-0.209870361800177
      317244499,-1.196593478358659
      321967324,0.195101820210827
      322304573,-1.006240427974300
      322589684,0.477672930206982
      325637099,0.998702701153737
      326115587,0.026087065857739
      326324523,-1.401017857861034
      326528240,-1.441989168724270
      330002118,-0.532383736165229
      333893490,-0.402985593025961
      334941208,-0.636063952013216
      335181247,-1.141084396456316
      336466512,-0.764951917005624
      338411911,-0.030070359026775
      338923006,-0.597539414861226
      339741137,-1.397101346239276
      339972341,0.531328886220883
      340897089,-0.148356543608558
      340975058,-0.795398903768408
      341067441,2.122497356351305
      341165672,-0.330531281426155
      351587919,-0.678990698979843
      353755139,-0.481579108242838
      354131348,-1.057373288843485
      358066379,0.165120849167439
      358138185,1.304272409061844
      358260511,-1.087707750003275
      358387950,1.620448025904038
      358642912,-1.263793421452469
      359864230,-0.696270156356009
      361732358,0.435058066809567
      361739092,1.819706518708900
      362989846,0.861766743972377
      363141879,-1.253179789431387
      363750706,-1.165544561441881
      366201244,-0.203300632340127
      366315104,0.593257078741510
      367016021,-0.658391958408901
      368218175,-0.509614793975262
      369566332,0.369406890318570
      371799902,-0.514251226653021
      372616876,-0.616112458430248
      372857885,-0.806833318994855
      376003904,0.061586076731488
      376028117,1.345350746850398
      376809818,-0.574108572330325
      377269886,0.204504200618769
      377551549,0.811414997932161
      377725140,-0.917158151858991
      379101712,0.773582672419602
      380673055,0.450909120964528
      384586913,-1.368199455643200
      386305939,0.200634861822329
      386698600,-0.355303969572187
      389023725,1.787481806063489
      390159033,0.145515295642120
      390345144,1.950977405184290
      390603110,-0.751322878033175
      390794866,0.296549777498214
      391231816,-0.295207113617561
      391486463,-0.455457015287485
      391848367,0.560073774676074
      392377518,-0.762917224838140
      394984483,-0.121889138252846
      395738321,0.191297002386381
      396691063,-0.481786143540390
      401894115,-0.802443373517957
      402671324,1.785771843300162
      403494131,0.237094143709201
      403655663,2.750986969206007
      405179198,-0.368729389679196
      407848430,0.880699990056994
      410565817,0.294188860795802
      411234533,-1.018785443017634
      411660928,0.881538217170206
      412396401,-0.512457065749763
      413610202,-0.501698847804354
      413972780,-0.755135957390958
      415693165,3.656993205260289
      417350235,-0.030029811516672
      419379326,2.113019364521682
      419508265,-0.365551520940246
      421388363,-0.568269544183124
      421583216,-0.641690781998046
      422128692,0.552490958774377
      424800740,1.104800933475249
      426711955,2.153725181025969
      427808828,-0.782965050747970
      430365671,0.320212867656134
      430414510,0.823611796391776
      432072329,-1.285819441874676
      433057940,-0.600177342268530
      433974817,-0.283542638707043
      434659594,-0.909939514314627
      435725854,0.090702382482874
      435866601,-0.206077601537679
      436149055,-1.410225177929785
      437327904,-1.242534832198185
      437625510,-1.435286830253944
      437800235,0.106283332518574
      438504297,-1.385020785856277
      438541117,-0.184196748588571
      440142752,0.453587179970439
      440604078,1.455478392485728
      441200201,-1.106279490845503
      443699362,0.578890073573873
      444001845,2.194227862349852
      444450661,-0.073506006157938
      446301236,0.120193908643164
      446540812,-0.023595612193006
      446740325,1.406979992453292
      448503396,1.010037551604043
      448976352,0.843209640415092
      449480333,-1.345546207127018
      449943607,1.695565974620113
      451637719,1.235147123756381
      453500945,-0.934235534166757
      453538866,1.498838696170494
      453935793,-1.189896416742451
      454796374,-0.277772706270746
